District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Marigaon,'25.2.2',Number of sick infants provided - Free Diagnostics under JSSK,TOTAL,20,NA,NA,NA,NA,16,NA,NA,NA,NA,21,NA,NA,NA,NA,40,NA,NA,NA,NA,50,NA,NA,NA,NA,25,NA,NA,NA,NA,20,NA,NA,NA,NA,30,NA,NA,NA,NA,10,NA,NA,NA,NA,14,NA,NA,NA,NA,14,NA,NA,NA,NA,15,NA,NA,NA,NA,275,NA,NA,NA,NA
Marigaon,'25.2.3',Number of sick infants provided - Free Home to facility transport under JSSK,TOTAL,12,NA,NA,NA,NA,10,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,20,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,86,NA,NA,NA,NA
Marigaon,'25.2.4',Number of sick infants provided - Interfacility transfers when needed under JSSK,TOTAL,7,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,12,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,10,NA,NA,NA,NA,43,NA,NA,NA,NA
Marigaon,'25.2.5',Number of sick infants provided - Free Drop Back home under JSSK,TOTAL,1,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,13,NA,NA,NA,NA,22,NA,NA,NA,NA,613,NA,NA,NA,NA,4,NA,NA,NA,NA,10,NA,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,684,NA,NA,NA,NA
Nagaon,'1.1',Total number of pregnant women registered for ANC,TOTAL,6251,6163,88,208,6043,6269,6190,79,182,6087,7238,7171,67,254,6984,6899,6824,75,209,6690,6585,6512,73,199,6386,5756,5671,85,211,5545,4820,4738,82,193,4627,4880,4847,33,159,4721,4590,4554,36,144,4446,5213,5173,40,132,5081,5684,5600,84,227,5457,4862,4796,66,183,4679,69047,68239,808,2301,66746
Nagaon,'1.1.1',"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,4978,4939,39,79,4899,5019,4977,42,75,4944,5707,5652,55,123,5584,5709,5662,47,102,5607,5075,5014,61,115,4960,4554,4499,55,109,4445,3963,3921,42,78,3885,4082,4059,23,92,3990,3922,3894,28,86,3836,4537,4502,35,86,4451,4940,4896,44,133,4807,4270,4243,27,100,4170,56756,56258,498,1178,55578
Nagaon,'1.2.1',Number of PW given TT1,TOTAL,4976,4894,82,209,4767,5888,5824,64,154,5734,6344,6286,58,220,6124,5853,5781,72,165,5688,5787,5725,62,154,5633,5207,5151,56,151,5056,4067,4018,49,125,3942,4301,4249,52,158,4143,3779,3732,47,135,3644,4473,4405,68,138,4335,4969,4910,59,181,4788,4000,3934,66,161,3839,59644,58909,735,1951,57693
Nagaon,'1.2.2',Number of PW given TT2,TOTAL,3440,3388,52,160,3280,4969,4900,69,153,4816,5772,5732,40,145,5627,5782,5706,76,177,5605,5461,5400,61,161,5300,5639,5581,58,153,5486,4718,4675,43,113,4605,4438,4392,46,119,4319,4033,3988,45,140,3893,3576,3524,52,106,3470,4128,4077,51,121,4007,3942,3865,77,105,3837,55898,55228,670,1653,54245
Nagaon,'1.2.3',Number of PW given TT Booster,TOTAL,411,407,4,14,397,478,474,4,6,472,667,665,2,17,650,558,549,9,25,533,623,616,7,18,605,556,554,2,7,549,501,491,10,29,472,449,441,8,14,435,380,373,7,13,367,461,459,2,9,452,428,425,3,17,411,325,322,3,5,320,5837,5776,61,174,5663
Nagaon,'1.2.4',Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,6090,5491,599,387,5703,5805,5457,348,276,5529,6471,6419,52,180,6291,6333,6283,50,109,6224,6403,6341,62,115,6288,5901,5849,52,115,5786,5739,5714,25,96,5643,5451,5403,48,99,5352,5144,5112,32,111,5033,6600,6568,32,62,6538,5647,5614,33,97,5550,4782,4756,26,77,4705,70366,69007,1359,1724,68642
Nagaon,'1.2.5',Number of PW given 360 Calcium tablets,TOTAL,4904,4467,437,178,4726,4646,4261,385,266,4380,5692,5641,51,180,5512,5679,5645,34,106,5573,6611,6559,52,115,6496,5920,5878,42,127,5793,6900,6875,25,96,6804,5424,5389,35,97,5327,5336,5311,25,85,5251,6118,6080,38,59,6059,5691,5653,38,97,5594,4802,4772,30,79,4723,67723,66531,1192,1485,66238
Nagaon,'1.2.6',Number of PW given one Albendazole tablet after 1st trimester,TOTAL,2026,2000,26,0,2026,1991,1967,24,0,1991,2756,2721,35,0,2756,3258,3218,40,12,3246,3607,3555,52,7,3600,3502,3472,30,38,3464,6083,6058,25,99,5984,3499,3490,9,100,3399,3588,3568,20,50,3538,3329,3311,18,88,3241,3323,3303,20,99,3224,3116,3107,9,64,3052,40078,39770,308,557,39521
Nagaon,'1.2.7',Number of PW received 4 or more ANC check ups,TOTAL,3971,3929,42,83,3888,3851,3826,25,119,3732,4372,4345,27,166,4206,4663,4639,24,113,4550,5046,5012,34,115,4931,5253,5222,31,142,5111,5519,5489,30,115,5404,5248,5202,46,93,5155,5749,5719,30,111,5638,5033,5001,32,43,4990,4687,4660,27,44,4643,3749,3702,47,52,3697,57141,56746,395,1196,55945
Nagaon,'1.2.8',Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,121,119,2,0,121,14,14,0,0,14,6,6,0,0,6,18,18,0,0,18,17,7,10,10,7,45,45,0,0,45,20,20,0,0,20,144,144,0,0,144,33,33,0,0,33,28,28,0,0,28,37,23,14,0,37,33,22,11,0,33,516,479,37,10,506
Nagaon,'1.3.1',New cases of PW with hypertension detected,TOTAL,115,114,1,1,114,123,114,9,7,116,97,94,3,5,92,103,96,7,10,93,112,103,9,8,104,93,87,6,8,85,119,113,6,5,114,131,126,5,4,127,141,141,0,4,137,146,145,1,0,146,161,161,0,5,156,127,127,0,0,127,1468,1421,47,57,1411
Nagaon,'1.3.1.a',"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,72,71,1,1,71,76,76,0,0,76,60,60,0,1,59,66,59,7,8,58,72,62,10,9,63,59,54,5,5,54,75,73,2,0,75,87,85,2,2,85,78,78,0,0,78,86,85,1,0,86,111,111,0,0,111,91,91,0,0,91,933,905,28,26,907
Nagaon,'1.3.2',Number of Eclampsia cases managed during delivery,TOTAL,7,7,0,0,7,2,2,0,0,2,2,2,0,0,2,5,0,5,5,0,8,8,0,0,8,1,1,0,0,1,7,5,2,2,5,27,25,2,2,25,7,7,0,0,7,33,33,0,0,33,8,8,0,0,8,7,7,0,0,7,114,105,9,9,105
Nagaon,'1.4.1',Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,6265,6235,30,0,6265,6715,6637,78,0,6715,7319,7122,197,138,7181,7970,7841,129,93,7877,8075,7933,142,70,8005,8182,8037,145,44,8138,8152,7997,155,32,8120,8102,7990,112,14,8088,8023,7932,91,0,8023,7232,7129,103,9,7223,7645,7599,46,0,7645,5745,5709,36,0,5745,89425,88161,1264,400,89025
Nagaon,'1.4.2',Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,3494,3390,104,42,3452,3697,3489,208,160,3537,4517,4237,280,259,4258,4121,4032,89,42,4079,4079,3807,272,173,3906,3599,3342,257,214,3385,3917,3609,308,200,3717,4162,4052,110,55,4107,3780,3668,112,52,3728,3557,3439,118,39,3518,3613,3487,126,16,3597,2956,2863,93,17,2939,45492,43415,2077,1269,44223
Nagaon,'1.4.3',Number of PW having Hb level<7 (tested cases),TOTAL,118,104,14,14,104,87,69,18,18,69,98,57,41,40,58,106,84,22,23,83,154,121,33,35,119,120,95,25,26,94,76,53,23,23,53,87,86,1,2,85,54,54,0,3,51,82,82,0,3,79,59,59,0,1,58,43,43,0,0,43,1084,907,177,188,896
Nagaon,'1.4.4',Number of PW having severe anaemia (Hb<7) treated,TOTAL,21,21,0,0,21,27,27,0,0,27,12,12,0,0,12,37,29,8,8,29,65,59,6,6,59,39,25,14,15,24,30,25,5,5,25,32,31,1,2,30,23,23,0,3,20,35,35,0,2,33,27,27,0,0,27,20,20,0,1,19,368,334,34,42,326
Nagaon,'1.5.1',Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,412,412,0,0,412,271,271,0,0,271,304,304,0,0,304,379,379,0,0,379,179,179,0,0,179,0,0,0,0,0,255,255,0,0,255,199,199,0,0,199,0,0,0,0,0,176,176,0,0,176,189,189,0,0,189,112,112,0,0,112,2476,2476,0,0,2476
Nagaon,'1.5.2',Number of PW tested positive for GDM,TOTAL,4,4,0,0,4,3,3,0,0,3,1,1,0,0,1,1,1,0,0,1,2,2,0,0,2,1,1,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20
Nagaon,'1.5.3',Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Nagaon,'1.6.1.a',Number of PW tested using POC test for Syphilis,TOTAL,14,14,0,NA,14,29,29,0,NA,29,22,22,0,NA,22,29,29,0,NA,29,0,0,0,NA,0,21,21,0,NA,21,26,26,0,NA,26,20,20,0,NA,20,23,23,0,NA,23,13,13,0,NA,13,0,0,0,NA,0,21,21,0,NA,21,218,218,0,NA,218
Nagaon,'1.6.1.b',"Out of above, number of PW found sero positive for syphilis",TOTAL,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0
Nagaon,'1.6.2.a',Number of pregnant women tested for Syphilis,TOTAL,2494,2289,205,205,2289,2743,2544,199,199,2544,3021,2613,408,408,2613,3986,3753,233,233,3753,3377,3150,227,227,3150,2907,2665,242,242,2665,2971,2647,324,324,2647,3140,2937,203,203,2937,1991,1991,0,0,1991,2351,2351,0,0,2351,2686,2686,0,0,2686,1960,1960,0,0,1960,33627,31586,2041,2041,31586
Nagaon,'1.6.2.b',Number of pregnant women tested found sero positive for Syphilis,TOTAL,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,62,62,0,0,62,3,3,0,0,3,2,2,0,0,2,2,2,0,0,2,3,3,0,0,3,0,0,0,0,0,1,1,0,0,1,2,2,0,0,2,1,1,0,0,1,79,79,0,0,79
Nagaon,'1.6.2.c',Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,2,2,0,0,2,2,2,0,0,2,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,67,67,0,0,67,1,1,0,0,1,0,0,0,0,0,77,77,0,0,77
Nagaon,'1.6.2.d',Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaon,'1.6.2.e',Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaon,'2.1.1.a',Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,38,38,0,0,38,34,34,0,0,34,24,24,0,0,24,19,19,0,0,19,35,35,0,0,35,50,50,0,0,50,38,38,0,0,38,59,59,0,0,59,64,64,0,0,64,81,81,0,0,81,71,71,0,0,71,62,62,0,0,62,575,575,0,0,575
Nagaon,'2.1.1.b',Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,244,244,0,2,242,247,247,0,5,242,266,266,0,3,263,302,302,0,0,302,369,369,0,1,368,367,367,0,1,366,335,335,0,5,330,338,338,0,4,334,417,417,0,3,414,370,370,0,1,369,321,321,0,0,321,288,288,0,7,281,3864,3864,0,32,3832
Nagaon,'2.1.2',Number of PW given Tablet Misoprostol during home delivery,TOTAL,34,34,0,0,34,28,28,0,0,28,30,30,0,0,30,35,35,0,0,35,37,37,0,0,37,52,52,0,0,52,51,51,0,0,51,20,20,0,0,20,52,52,0,0,52,51,51,0,0,51,46,46,0,0,46,34,34,0,0,34,470,470,0,0,470
Nagaon,'2.1.3',Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,332,332,0,1,331,277,277,0,1,276,237,237,0,2,235,316,316,0,3,313,333,333,0,4,329,393,393,0,4,389,423,423,0,2,421,450,450,0,3,447,411,411,0,0,411,407,407,0,2,405,427,427,0,1,426,345,345,0,1,344,4351,4351,0,24,4327
Nagaon,'2.2',Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,3944,2942,1002,829,3115,3667,2762,905,725,2942,3390,2493,897,753,2637,4452,3256,1196,984,3468,5260,4004,1256,1032,4228,5245,3919,1326,1091,4154,5552,4113,1439,1213,4339,5512,4095,1417,1190,4322,6027,4526,1501,1283,4744,5869,4438,1431,1203,4666,5025,3758,1267,1069,3956,4464,3309,1155,969,3495,58407,43615,14792,12341,46066
Nagaon,'2.2.1',Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,1460,1414,46,31,1429,1344,1305,39,32,1312,1190,1140,50,32,1158,1590,1456,134,130,1460,2325,2143,182,177,2148,2207,2084,123,123,2084,2382,2272,110,110,2272,2459,2261,198,198,2261,2493,2342,151,151,2342,2348,2167,181,180,2168,2196,1959,237,237,1959,1932,1795,137,135,1797,23926,22338,1588,1536,22390
Nagaon,'2.2.2',Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,3555,3523,32,73,3482,3429,3403,26,92,3337,3133,3110,23,82,3051,3275,3259,16,84,3191,3832,3801,31,91,3741,4195,4168,27,84,4111,4561,4533,28,131,4430,4737,4693,44,159,4578,5196,5159,37,153,5043,5670,5622,48,162,5508,5090,5044,46,153,4937,4695,4652,43,99,4596,51368,50967,401,1363,50005
Nagaon,'3.1',Total C -Section deliveries performed,TOTAL,1049,270,779,689,360,879,246,633,542,337,1005,230,775,698,307,1220,295,925,824,396,1357,333,1024,917,440,1436,333,1103,980,456,1517,337,1180,1072,445,1472,321,1151,1031,441,1584,336,1248,1134,450,1561,349,1212,1089,472,1308,275,1033,935,373,1145,195,950,857,288,15533,3520,12013,10768,4765
Nagaon,'3.1.1',"C-sections, performed at night (8 PM- 8 AM)",TOTAL,271,67,204,177,94,233,66,167,157,76,344,43,301,290,54,333,59,274,247,86,380,78,302,273,107,393,67,326,312,81,445,84,361,340,105,439,76,363,342,97,490,73,417,396,94,404,80,324,302,102,328,39,289,268,60,329,25,304,278,51,4389,757,3632,3382,1007
Nagaon,'4.1.1.a',Live Birth - Male,TOTAL,2147,1603,544,446,1701,2021,1532,489,400,1621,1825,1348,477,401,1424,2489,1863,626,508,1981,2892,2272,620,517,2375,3009,2305,704,577,2432,2986,2297,689,579,2407,2960,2237,723,594,2366,3225,2427,798,682,2543,3286,2472,814,693,2593,2731,2084,647,534,2197,2365,1792,573,474,1891,31936,24232,7704,6405,25531
Nagaon,'4.1.1.b',Live Birth - Female,TOTAL,2023,1564,459,386,1637,1877,1453,424,338,1539,1815,1397,418,355,1460,2164,1605,559,466,1698,2676,2045,631,514,2162,2602,1974,628,522,2080,2809,2086,723,612,2197,2846,2165,681,587,2259,3186,2485,701,600,2586,3053,2338,715,610,2443,2608,1994,614,529,2079,2364,1794,570,490,1874,30023,22900,7123,6009,24014
Nagaon,'4.1.2',Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,63,63,0,0,63,42,40,2,1,41,220,216,4,1,219,221,210,11,10,211,251,224,27,24,227,228,212,16,13,215,221,206,15,14,207,222,202,20,20,202,260,245,15,13,247,219,205,14,13,206,175,162,13,13,162,116,112,4,4,112,2238,2097,141,126,2112
Nagaon,'4.1.3',Still Birth,TOTAL,64,59,5,5,59,66,65,1,1,65,61,56,5,5,56,101,90,11,11,90,135,111,24,24,111,118,95,23,25,93,146,106,40,40,106,126,104,22,22,104,123,104,19,19,104,129,99,30,29,100,102,87,15,14,88,96,78,18,18,78,1267,1054,213,213,1054
Nagaon,'4.2',Abortion (spontaneous),TOTAL,187,183,4,5,182,212,207,5,0,212,226,222,4,4,222,198,174,24,25,173,208,179,29,22,186,144,124,20,23,121,142,122,20,18,124,170,169,1,0,170,151,149,2,8,143,139,131,8,7,132,150,147,3,0,150,121,116,5,3,118,2048,1923,125,115,1933
Nagaon,'4.3.1.a',MTP up to 12 weeks of pregnancy,TOTAL,839,839,0,0,839,855,826,29,29,826,1019,1019,0,0,1019,945,888,57,57,888,733,660,73,73,660,656,580,76,76,580,511,445,66,66,445,636,566,70,70,566,568,406,162,162,406,636,448,188,188,448,596,525,71,71,525,462,426,36,36,426,8456,7628,828,828,7628
Nagaon,'4.3.1.b',MTP more than 12 weeks of pregnancy,TOTAL,5,5,0,0,5,22,22,0,0,22,20,20,0,0,20,5,5,0,0,5,4,4,0,0,4,12,12,0,0,12,3,3,0,0,3,8,8,0,0,8,9,9,0,0,9,0,0,0,0,0,15,15,0,0,15,9,9,0,0,9,112,112,0,0,112
Nagaon,'4.3.2.a',Post Abortion/ MTP Complications Identified,TOTAL,1,1,0,0,1,15,15,0,0,15,1,1,0,0,1,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,22
Nagaon,'4.3.2.b',Post Abortion/ MTP Complications Treated,TOTAL,10,10,0,0,10,15,15,0,0,15,13,13,0,0,13,15,15,0,0,15,34,34,0,0,34,16,16,0,0,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,105,105,0,0,105
Nagaon,'4.3.3',Number of women provided with post abortion/ MTP contraception,TOTAL,90,90,0,0,90,95,95,0,0,95,84,84,0,0,84,69,69,0,0,69,34,34,0,0,34,19,19,0,0,19,51,51,0,0,51,33,33,0,0,33,42,42,0,0,42,20,20,0,0,20,25,25,0,0,25,30,30,0,0,30,592,592,0,0,592
Nagaon,'4.4.1',Number of newborns weighed at birth,TOTAL,4065,3062,1003,832,3233,3791,2878,913,738,3053,3533,2718,815,676,2857,4693,3640,1053,841,3852,5536,4285,1251,1027,4509,5480,4222,1258,1024,4456,5779,4364,1415,1194,4585,5770,4366,1404,1177,4593,6391,4892,1499,1279,5112,6298,4769,1529,1302,4996,5082,4065,1017,819,4263,4527,3579,948,763,3764,60945,46840,14105,11672,49273
Nagaon,'4.4.2',Number of newborns having weight less than 2.5 kg,TOTAL,472,233,239,221,251,397,237,160,140,257,439,218,221,204,235,525,311,214,198,327,621,391,230,195,426,683,348,335,288,395,816,446,370,345,471,934,591,343,312,622,966,559,407,376,590,759,401,358,332,427,620,331,289,247,373,502,250,252,228,274,7734,4316,3418,3086,4648
Nagaon,'4.4.3',Number of Newborns breast fed within 1 hour of birth ,TOTAL,3364,3102,262,94,3270,3588,2918,670,507,3081,3265,2697,568,445,2820,4482,3457,1025,821,3661,5335,4222,1113,896,4439,5241,4180,1061,837,4404,5093,4156,937,716,4377,5589,4348,1241,1021,4568,5999,4808,1191,974,5025,5921,4737,1184,958,4963,4982,4002,980,787,4195,4283,3511,772,598,3685,57142,46138,11004,8654,48488
Nagaon,'5.1',"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,97,95,2,2,95,93,93,0,0,93,126,126,0,0,126,420,388,32,32,388,353,341,12,12,341,410,399,11,7,403,440,433,7,3,437,425,409,16,16,409,419,401,18,16,403,373,373,0,0,373,314,306,8,8,306,260,260,0,0,260,3730,3624,106,96,3634
Nagaon,'5.2',Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,32,32,0,0,32,23,23,0,0,23,43,43,0,0,43,61,61,0,0,61,51,51,0,0,51,40,40,0,0,40,25,25,0,0,25,44,44,0,0,44,56,56,0,0,56,50,50,0,0,50,56,56,0,0,56,51,51,0,0,51,532,532,0,0,532
Nagaon,'6.1',Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,368,368,0,2,366,434,434,0,3,431,325,325,0,3,322,295,294,1,3,292,356,356,0,4,352,369,369,0,1,368,374,374,0,5,369,390,390,0,4,386,430,430,0,3,427,423,423,0,1,422,327,327,0,0,327,317,317,0,5,312,4408,4407,1,34,4374
Nagaon,'6.2',Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,2876,2862,14,7,2869,2646,2622,24,42,2604,2744,2675,69,129,2615,3917,3782,135,209,3708,4999,4828,171,246,4753,5241,5088,153,169,5072,5107,5074,33,79,5028,5100,4912,188,250,4850,4996,4777,219,275,4721,4907,4870,37,97,4810,4538,4322,216,249,4289,3840,3829,11,83,3757,50911,49641,1270,1835,49076
Nagaon,'6.3',Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,3513,3493,20,6,3507,3334,3319,15,87,3247,3204,3176,28,50,3154,3922,3908,14,73,3849,4996,4972,24,85,4911,5436,5401,35,80,5356,5180,5149,31,128,5052,5768,5726,42,91,5677,6360,6320,40,155,6205,6398,6360,38,154,6244,5359,5322,37,75,5284,4761,4738,23,77,4684,58231,57884,347,1061,57170
Nagaon,'6.4',Number of mothers provided 360 Calcium tablets after delivery,TOTAL,3117,3100,17,7,3110,3027,3008,19,88,2939,3063,3033,30,50,3013,3837,3821,16,75,3762,4916,4895,21,87,4829,5225,5191,34,82,5143,5160,5127,33,138,5022,5908,5865,43,105,5803,5928,5890,38,155,5773,6037,6002,35,154,5883,5102,5069,33,75,5027,4500,4481,19,77,4423,55820,55482,338,1093,54727
Nagaon,'7.1.1',New RTI/STI cases identified - Male,TOTAL,23,23,0,0,23,23,23,0,0,23,16,16,0,0,16,38,38,0,0,38,45,44,1,1,44,0,0,0,0,0,20,20,0,0,20,17,17,0,0,17,26,26,0,0,26,41,41,0,0,41,37,37,0,0,37,46,46,0,0,46,332,331,1,1,331
Nagaon,'7.1.2',New RTI/STI cases identified - Female,TOTAL,123,123,0,0,123,125,122,3,3,122,83,83,0,0,83,141,141,0,0,141,137,137,0,0,137,5,5,0,0,5,103,103,0,0,103,112,112,0,0,112,108,108,0,0,108,130,130,0,0,130,141,141,0,0,141,126,126,0,0,126,1334,1331,3,3,1331
Nagaon,'7.2.1',RTI/STI for which treatment initiated - Male,TOTAL,23,23,0,0,23,23,23,0,0,23,16,16,0,0,16,36,36,0,0,36,19,19,0,0,19,0,0,0,0,0,20,20,0,0,20,16,16,0,0,16,26,26,0,0,26,41,41,0,0,41,37,37,0,0,37,46,46,0,0,46,303,303,0,0,303
Nagaon,'7.2.2',RTI/STI for which treatment initiated -Female,TOTAL,123,123,0,0,123,122,122,0,0,122,83,83,0,0,83,139,139,0,0,139,97,97,0,0,97,5,5,0,0,5,103,103,0,0,103,112,112,0,0,112,108,108,0,0,108,130,130,0,0,130,141,141,0,0,141,126,126,0,0,126,1289,1289,0,0,1289
Nagaon,'8.1.1',Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,6,6,0,0,6,2,2,0,0,2,33,33,0,0,33
Nagaon,'8.2.1',Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,43,43,0,0,43,65,35,30,0,65,23,23,0,0,23,313,313,0,0,313,72,72,0,0,72,67,67,0,0,67,12,12,0,0,12,26,26,0,0,26,30,30,0,0,30,2,2,0,0,2,42,42,0,0,42,0,0,0,0,0,695,665,30,0,695
Nagaon,'8.2.2',Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,36,1,35,35,1,54,0,54,54,0,54,3,51,53,1,16,4,12,12,4,17,3,14,14,3,2,2,0,0,2,1,1,0,0,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,183,17,166,168,15
Nagaon,'8.2.3',Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,58,43,15,10,48,49,35,14,14,35,49,44,5,5,44,150,67,83,83,67,114,59,55,55,59,141,62,79,79,62,128,58,70,70,58,132,72,60,60,72,98,40,58,58,40,121,55,66,66,55,102,49,53,53,49,89,24,65,65,24,1231,608,623,618,613
Nagaon,'8.2.4',Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,0
Nagaon,'8.3',Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,158,158,0,0,158,146,144,2,0,146,156,156,0,0,156,2001,1970,31,0,2001,462,461,1,0,462,202,202,0,0,202,268,268,0,0,268,211,211,0,0,211,185,185,0,0,185,128,128,0,0,128,143,133,10,0,143,118,118,0,0,118,4178,4134,44,0,4178
Nagaon,'8.4',Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,362,354,8,8,354,315,308,7,7,308,188,183,5,5,183,575,575,0,0,575,640,640,0,0,640,640,640,0,0,640,786,786,0,0,786,846,846,0,0,846,928,928,0,0,928,971,971,0,0,971,1010,1010,0,0,1010,748,748,0,0,748,8009,7989,20,20,7989
